# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Wed Mar 30 21:57:44 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: CFHT Megacam + Wircam (all ABmags)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00063	Y = 0.24934	[M/H] = -1.390	eta_R = 0.200	Age = 	1.2000e+10 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    u*      g'      r'      i'      z'      Y       J       H       Ks	int_IMF	stage
	0.000632	10.0792	0.09000000	0.0900	-3.1923	3.4687	5.4115	12.751	20.160	16.447	14.643	12.821	12.208	11.924	11.592	11.758	12.146	1.08168960	1
	0.000632	10.0792	0.10000000	0.1000	-2.9158	3.5081	5.3384	12.060	17.914	14.869	13.224	12.007	11.566	11.312	11.045	11.069	11.413	1.17110646	1
	0.000632	10.0792	0.10284271	0.1028	-2.8720	3.5130	5.3262	11.950	17.625	14.664	13.041	11.886	11.463	11.212	10.953	10.964	11.303	1.19442308	1
	0.000632	10.0792	0.12000000	0.1200	-2.6309	3.5398	5.2594	11.347	16.142	13.592	12.100	11.228	10.885	10.659	10.442	10.399	10.716	1.31931543	1
	0.000632	10.0792	0.14000000	0.1400	-2.4493	3.5555	5.2073	10.893	15.246	12.901	11.493	10.748	10.442	10.232	10.040	9.977	10.282	1.43845272	1
	0.000632	10.0792	0.16000000	0.1600	-2.3078	3.5657	5.1649	10.540	14.622	12.402	11.054	10.381	10.097	9.897	9.721	9.647	9.944	1.53729320	1
	0.000632	10.0792	0.20000000	0.2000	-2.0863	3.5793	5.0945	9.986	13.744	11.671	10.407	9.811	9.553	9.367	9.210	9.125	9.413	1.69387913	1
	0.000632	10.0792	0.25000000	0.2500	-1.8821	3.5904	5.0318	9.475	12.984	11.025	9.835	9.291	9.051	8.877	8.733	8.643	8.926	1.84032583	1
	0.000632	10.0792	0.30000001	0.3000	-1.7264	3.5989	4.9892	9.086	12.424	10.539	9.405	8.893	8.667	8.502	8.368	8.274	8.559	1.95291400	1
	0.000632	10.0792	0.34999999	0.3500	-1.6002	3.6062	4.9591	8.770	11.971	10.146	9.058	8.571	8.355	8.199	8.072	7.977	8.266	2.04341745	1
	0.000632	10.0792	0.40000001	0.4000	-1.4543	3.6175	4.9162	8.406	11.406	9.665	8.647	8.197	7.998	7.853	7.738	7.639	7.939	2.11850262	1
	0.000632	10.0792	0.41279107	0.4128	-1.4073	3.6224	4.9026	8.288	11.204	9.498	8.511	8.076	7.884	7.745	7.634	7.534	7.840	2.13576841	1
	0.000632	10.0792	0.44999999	0.4500	-1.2784	3.6359	4.8653	7.966	10.658	9.044	8.139	7.747	7.575	7.449	7.349	7.249	7.571	2.18228102	1
	0.000632	10.0792	0.48958641	0.4895	-1.1189	3.6576	4.8290	7.567	9.912	8.451	7.668	7.338	7.197	7.093	7.011	6.930	7.276	2.22657156	1
	0.000632	10.0792	0.50000000	0.4999	-1.0790	3.6630	4.8199	7.468	9.724	8.305	7.552	7.237	7.103	7.005	6.928	6.855	7.207	2.23745418	1
	0.000632	10.0792	0.51587349	0.5158	-1.0077	3.6719	4.7977	7.289	9.399	8.054	7.350	7.058	6.935	6.847	6.779	6.720	7.080	2.25324035	1
	0.000632	10.0792	0.55000001	0.5499	-0.8613	3.6901	4.7520	6.923	8.747	7.558	6.941	6.689	6.589	6.522	6.478	6.458	6.832	2.28365827	1
	0.000632	10.0792	0.60000002	0.5998	-0.6520	3.7183	4.6932	6.400	7.857	6.888	6.380	6.179	6.109	6.071	6.065	6.106	6.498	2.32112145	1
	0.000632	10.0792	0.61176825	0.6116	-0.6008	3.7257	4.6802	6.272	7.647	6.728	6.246	6.058	5.996	5.965	5.968	6.024	6.421	2.32892156	1
	0.000632	10.0792	0.62349731	0.6233	-0.5495	3.7330	4.6664	6.144	7.444	6.572	6.114	5.938	5.883	5.859	5.871	5.940	6.342	2.33635950	1
	0.000632	10.0792	0.63485569	0.6346	-0.4995	3.7400	4.6521	6.019	7.253	6.422	5.986	5.822	5.773	5.756	5.776	5.857	6.263	2.34326220	1
	0.000632	10.0792	0.64542139	0.6452	-0.4528	3.7464	4.6380	5.902	7.081	6.285	5.869	5.715	5.672	5.661	5.687	5.779	6.189	2.34943295	1
	0.000632	10.0792	0.64999998	0.6498	-0.4324	3.7491	4.6315	5.851	7.006	6.225	5.818	5.668	5.628	5.619	5.648	5.744	6.156	2.35203552	1
	0.000632	10.0792	0.66141933	0.6612	-0.3810	3.7553	4.6125	5.723	6.827	6.078	5.691	5.551	5.517	5.513	5.549	5.655	6.071	2.35834622	1
	0.000632	10.0792	0.67352563	0.6732	-0.3257	3.7617	4.5906	5.584	6.639	5.921	5.554	5.425	5.397	5.399	5.441	5.558	5.978	2.36476851	1
	0.000632	10.0792	0.68464690	0.6843	-0.2737	3.7674	4.5686	5.454	6.469	5.776	5.427	5.307	5.284	5.290	5.338	5.463	5.887	2.37043858	1
	0.000632	10.0792	0.69525045	0.6949	-0.2226	3.7727	4.5454	5.327	6.306	5.636	5.303	5.191	5.173	5.184	5.237	5.370	5.797	2.37565088	1
	0.000632	10.0792	0.69999999	0.6996	-0.1993	3.7751	4.5344	5.268	6.232	5.572	5.246	5.139	5.123	5.135	5.191	5.327	5.756	2.37792683	1
	0.000632	10.0792	0.70347053	0.7031	-0.1821	3.7767	4.5258	5.225	6.179	5.525	5.205	5.100	5.086	5.099	5.157	5.295	5.725	2.37956762	1
	0.000632	10.0792	0.71429032	0.7139	-0.1261	3.7817	4.4965	5.085	6.007	5.373	5.071	4.975	4.965	4.982	5.044	5.189	5.623	2.38456511	1
	0.000632	10.0792	0.72452497	0.7240	-0.0704	3.7862	4.4651	4.946	5.840	5.222	4.939	4.852	4.847	4.865	4.930	5.078	5.518	2.38913488	1
	0.000632	10.0792	0.73346245	0.7329	-0.0191	3.7901	4.4344	4.818	5.689	5.084	4.817	4.737	4.735	4.755	4.823	4.974	5.418	2.39300561	1
	0.000632	10.0792	0.74189502	0.7413	0.0319	3.7935	4.4021	4.690	5.544	4.948	4.694	4.620	4.621	4.643	4.714	4.869	5.316	2.39655972	1
	0.000632	10.0792	0.74978614	0.7491	0.0826	3.7965	4.3681	4.563	5.402	4.813	4.570	4.502	4.506	4.529	4.604	4.763	5.212	2.39980221	1
	0.000632	10.0792	0.75000000	0.7494	0.0841	3.7966	4.3671	4.560	5.398	4.809	4.567	4.499	4.503	4.526	4.600	4.759	5.209	2.39988899	1
