# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Tue Apr 19 19:00:22 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00159	Y = 0.25134	[M/H] = -0.988	eta_R = 0.200	Age = 	1.1000e+10 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    u*      g'      r'      i'      z'	int_IMF	stage
	0.001590	10.0414	0.09000000	0.0900	-3.2410	3.4429	5.3570	12.872	21.011	17.369	15.602	13.253	12.443	1.46765435	1
	0.001590	10.0414	0.09842842	0.0984	-3.0390	3.4715	5.3079	12.368	19.338	16.058	14.390	12.560	11.912	1.55491602	1
	0.001590	10.0414	0.10000000	0.1000	-3.0033	3.4765	5.2993	12.278	19.053	15.838	14.186	12.442	11.820	1.57040203	1
	0.001590	10.0414	0.12000000	0.1200	-2.7221	3.5098	5.2306	11.575	17.125	14.362	12.815	11.582	11.115	1.74782515	1
	0.001590	10.0414	0.14000000	0.1400	-2.5373	3.5277	5.1843	11.113	16.103	13.561	12.081	11.058	10.657	1.89584959	1
	0.001590	10.0414	0.16000000	0.1600	-2.3964	3.5390	5.1467	10.761	15.437	13.021	11.588	10.674	10.309	2.02115250	1
	0.001590	10.0414	0.20000000	0.2000	-2.1766	3.5538	5.0826	10.211	14.517	12.251	10.880	10.091	9.766	2.22178221	1
	0.001590	10.0414	0.25000000	0.2500	-1.9709	3.5653	5.0202	9.697	13.738	11.577	10.259	9.555	9.259	2.40809011	1
	0.001590	10.0414	0.30000001	0.3000	-1.8116	3.5741	4.9752	9.299	13.159	11.068	9.791	9.143	8.866	2.54750419	1
	0.001590	10.0414	0.34999999	0.3500	-1.6798	3.5814	4.9396	8.970	12.690	10.652	9.411	8.804	8.541	2.65552020	1
	0.001590	10.0414	0.40000001	0.4000	-1.5272	3.5927	4.8899	8.588	12.103	10.145	8.963	8.409	8.168	2.74133730	1
	0.001590	10.0414	0.44999999	0.4500	-1.3507	3.6093	4.8311	8.147	11.380	9.529	8.440	7.951	7.736	2.81098008	1
	0.001590	10.0414	0.50000000	0.4999	-1.1509	3.6356	4.7822	7.647	10.469	8.768	7.832	7.435	7.261	2.86847806	1
	0.001590	10.0414	0.55000001	0.5499	-0.9294	3.6685	4.7337	7.094	9.367	7.900	7.160	6.866	6.742	2.91663504	1
	0.001590	10.0414	0.60000002	0.5999	-0.7264	3.6983	4.6878	6.586	8.373	7.171	6.580	6.351	6.264	2.95739889	1
	0.001590	10.0414	0.61342645	0.6133	-0.6708	3.7071	4.6767	6.447	8.114	6.983	6.428	6.214	6.137	2.96730661	1
	0.001590	10.0414	0.63444358	0.6343	-0.5841	3.7205	4.6584	6.230	7.725	6.699	6.194	6.005	5.941	2.98204303	1
	0.001590	10.0414	0.64999998	0.6498	-0.5200	3.7302	4.6437	6.070	7.455	6.497	6.026	5.852	5.798	2.99236870	1
	0.001590	10.0414	0.66080523	0.6606	-0.4755	3.7364	4.6308	5.959	7.281	6.363	5.911	5.747	5.699	2.99926329	1
	0.001590	10.0414	0.67584050	0.6756	-0.4131	3.7447	4.6114	5.803	7.044	6.178	5.753	5.602	5.561	3.00850081	1
	0.001590	10.0414	0.68967932	0.6894	-0.3551	3.7521	4.5918	5.658	6.831	6.008	5.607	5.468	5.434	3.01665831	1
	0.001590	10.0414	0.69999999	0.6997	-0.3112	3.7574	4.5759	5.548	6.675	5.882	5.498	5.367	5.339	3.02253795	1
	0.001590	10.0414	0.70028669	0.7000	-0.3100	3.7576	4.5754	5.545	6.671	5.878	5.495	5.365	5.336	3.02269888	1
	0.001590	10.0414	0.71043140	0.7101	-0.2658	3.7627	4.5578	5.435	6.519	5.753	5.385	5.263	5.240	3.02831268	1
	0.001590	10.0414	0.72001469	0.7197	-0.2233	3.7673	4.5398	5.328	6.377	5.633	5.281	5.166	5.147	3.03347468	1
	0.001590	10.0414	0.72913498	0.7288	-0.1820	3.7716	4.5211	5.225	6.242	5.519	5.180	5.072	5.057	3.03826499	1
	0.001590	10.0414	0.73798722	0.7376	-0.1410	3.7756	4.5013	5.123	6.110	5.406	5.080	4.979	4.968	3.04280472	1
	0.001590	10.0414	0.74649388	0.7461	-0.1005	3.7793	4.4806	5.021	5.983	5.296	4.982	4.887	4.879	3.04706907	1
	0.001590	10.0414	0.75000000	0.7495	-0.0836	3.7808	4.4716	4.979	5.930	5.250	4.941	4.849	4.843	3.04879928	1
	0.001590	10.0414	0.75133246	0.7509	-0.0772	3.7813	4.4679	4.963	5.911	5.232	4.926	4.834	4.828	3.04945278	1
	0.001590	10.0414	0.76022965	0.7597	-0.0328	3.7844	4.4411	4.852	5.781	5.113	4.819	4.733	4.730	3.05375910	1
	0.001590	10.0414	0.76863086	0.7681	0.0108	3.7873	4.4136	4.743	5.654	4.996	4.713	4.633	4.632	3.05773640	1
	0.001590	10.0414	0.77617347	0.7756	0.0519	3.7897	4.3867	4.640	5.536	4.886	4.614	4.538	4.540	3.06123638	1
	0.001590	10.0414	0.78646982	0.7858	0.1111	3.7928	4.3456	4.492	5.370	4.729	4.468	4.399	4.403	3.06590891	1
	0.001590	10.0414	0.79606229	0.7953	0.1690	3.7954	4.3031	4.348	5.211	4.577	4.326	4.261	4.267	3.07015634	1
	0.001590	10.0414	0.80000001	0.7992	0.1941	3.7962	4.2833	4.285	5.144	4.512	4.264	4.200	4.208	3.07187057	1
	0.001590	10.0414	0.80489308	0.8041	0.2254	3.7972	4.2586	4.207	5.060	4.430	4.186	4.124	4.133	3.07397676	1
	0.001590	10.0414	0.81227249	0.8114	0.2762	3.7983	4.2161	4.079	4.927	4.299	4.060	4.000	4.010	3.07710385	1
	0.001590	10.0414	0.81424189	0.8133	0.2905	3.7985	4.2036	4.044	4.890	4.262	4.024	3.965	3.974	3.07792854	1
	0.001590	10.0414	0.82024968	0.8193	0.3376	3.7981	4.1583	3.926	4.774	4.144	3.905	3.846	3.856	3.08041954	1
	0.001590	10.0414	0.82691664	0.8258	0.3949	3.7961	4.0965	3.783	4.641	4.004	3.760	3.698	3.705	3.08314037	1
	0.001590	10.0414	0.83033741	0.8292	0.4271	3.7942	4.0583	3.702	4.570	3.928	3.678	3.613	3.618	3.08451891	2
	0.001590	10.0414	0.83221656	0.8311	0.4468	3.7923	4.0318	3.653	4.530	3.883	3.627	3.559	3.563	3.08527136	2
	0.001590	10.0414	0.83591294	0.8347	0.4885	3.7866	3.9695	3.549	4.457	3.793	3.518	3.440	3.440	3.08674121	2
	0.001590	10.0414	0.83858478	0.8373	0.5213	3.7798	3.9108	3.467	4.413	3.730	3.431	3.341	3.335	3.08779550	2
	0.001590	10.0414	0.84094149	0.8396	0.5509	3.7699	3.8429	3.393	4.401	3.682	3.353	3.248	3.231	3.08871961	2
	0.001590	10.0414	0.84248215	0.8411	0.5704	3.7609	3.7879	3.344	4.415	3.660	3.304	3.183	3.158	3.08932090	2
	0.001590	10.0414	0.84383261	0.8424	0.5931	3.7509	3.7260	3.287	4.430	3.635	3.248	3.112	3.077	3.08984613	2
	0.001590	10.0414	0.84500164	0.8435	0.6265	3.7423	3.6589	3.204	4.414	3.580	3.169	3.018	2.975	3.09029937	2
	0.001590	10.0414	0.84589946	0.8444	0.6657	3.7368	3.5982	3.106	4.361	3.502	3.074	2.914	2.866	3.09064651	2
	0.001590	10.0414	0.84650403	0.8449	0.6976	3.7337	3.5539	3.026	4.308	3.434	2.997	2.832	2.781	3.09087992	3
	0.001590	10.0414	0.84663147	0.8451	0.7058	3.7332	3.5438	3.006	4.292	3.416	2.977	2.811	2.760	3.09092903	3
	0.001590	10.0414	0.84730214	0.8457	0.7497	3.7305	3.4896	2.896	4.204	3.316	2.870	2.700	2.645	3.09118748	3
	0.001590	10.0414	0.84786713	0.8462	0.7901	3.7285	3.4415	2.795	4.121	3.223	2.771	2.598	2.541	3.09140491	3
	0.001590	10.0414	0.84849411	0.8468	0.8390	3.7266	3.3851	2.673	4.017	3.109	2.651	2.475	2.416	3.09164572	3
	0.001590	10.0414	0.84907347	0.8473	0.8880	3.7248	3.3294	2.550	3.910	2.993	2.531	2.351	2.291	3.09186816	3
	0.001590	10.0414	0.84965479	0.8478	0.9417	3.7231	3.2690	2.416	3.791	2.866	2.398	2.216	2.154	3.09209085	3
	0.001590	10.0414	0.85000002	0.8481	0.9759	3.7220	3.2306	2.330	3.715	2.785	2.314	2.130	2.067	3.09222293	3
	0.001590	10.0414	0.85036379	0.8484	1.0140	3.7208	3.1881	2.235	3.630	2.695	2.220	2.035	1.970	3.09236193	3
	0.001590	10.0414	0.85080808	0.8488	1.0644	3.7193	3.1315	2.109	3.518	2.575	2.096	1.908	1.842	3.09253168	3
	0.001590	10.0414	0.85121101	0.8491	1.1144	3.7177	3.0751	1.984	3.409	2.458	1.974	1.783	1.715	3.09268546	3
